관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,설치년월,위도,경도
관악구청,서울특별시 관악구 봉천로 243,서울특별시 관악구 보라매동 971-16,다목적,1,2013-01,37.48934417,126.9287941
관악구청,서울특별시 관악구 난곡로 42 GS슈퍼마켓 부근,서울특별시 관악구 난향동 1735-9,다목적,3,2016-12,37.46043745,126.9208963
관악구청,서울특별시 관악구 삼성동 산76-4,서울특별시 관악구 삼성동 산76-4 (무허가번지),다목적,1,2009-12,37.46046751,126.9297764
관악구청,서울특별시 관악구 난향7길 42,서울특별시 관악구 난향동 675-312,다목적,1,2015-01,37.46071529,126.9153562
관악구청,서울특별시 관악구 대학동 203,서울특별시 관악구 대학동 관악산공원 야외식물원,다목적,1,2012-11,37.4609092,126.9481996
관악구청,서울특별시 관악구 약수암길 8,서울특별시 관악구 삼성동 316-129,다목적,1,2013-01,37.46100702,126.9322949
관악구청,서울특별시 관악구 난곡로 30(휴먼시아107동 입구 과속계도),서울특별시 관악구 난향동 1735-1,다목적,5,2016-12,37.46123477,126.9223311
관악구청,서울특별시 관악구 원신길 268,서울특별시 관악구 삼성동 320와 321-9,다목적,1,2011-01,37.46155392,126.9302732
관악구청,서울특별시 관악구 난향9길27,서울특별시 관악구 난향동 675-260,다목적,1,2015-12,37.4616289,126.915014
관악구청,서울특별시 관악구 신우길 11,서울특별시 관악구 삼성동 산69-18,다목적,1,2015-01,37.46164535,126.9326546
관악구청,서울특별시 관악구 호암로 494 신우초교 부근,서울특별시 관악구 삼성동 316-4 신우초교,다목적,3,2014-06,37.46182139,126.9319479
관악구청,서울특별시 관악구 대학동 203,서울특별시 관악구 대학동 관악산공원 피크닉숲,다목적,1,2012-11,37.46185796,126.9479584
관악구청,서울특별시 관악구 삼성동 321-5,서울특별시 관악구 삼성동 321-5 해바라기어린이공원,다목적,1,2015-01,37.46195671,126.9303319
관악구청,서울특별시 관악구 밤골길 6,서울특별시 관악구 삼성동 산69-32 신우단설유치원,다목적,5,2015-01,37.46207603,126.931702
관악구청,서울특별시 관악구 난향3길 26,서울특별시 관악구 난향동 673-46,다목적,1,2013-01,37.46213675,126.9165511
관악구청,서울특별시 관악구 난향동 1736-10(신림2차대우푸르지오108동앞),서울특별시 관악구 난향동 1736-10,다목적,3,2016-12,37.46226911,126.9190712
관악구청,서울특별시 관악구 난향5길 21,서울특별시 관악구 난향동 673-44,다목적,5,2015-03,37.46227907,126.9163615
관악구청,서울특별시 관악구 남부순환로234길 73 (봉천동),서울특별시 관악구 대학동 산불감시용 (서울대/대학동),다목적,1,2009-03,37.46244837,126.956038
관악구청,서울특별시 관악구 밤골길 19,서울특별시 관악구 삼성동 320-14,다목적,1,2014-02,37.46262094,126.9306214
관악구청,서울특별시 관악구 난향길 77 미도공원,서울특별시 관악구 난향동 675-200와 675-211 미도공원,다목적,1,2009-12,37.46269776,126.9153715
관악구청,서울특별시 관악구 난향길 9 난향초교 부근,서울특별시 관악구 난향동 672와 673-15 난향초교,다목적,4,2014-06,37.46271167,126.9177479
관악구청,서울특별시 관악구 난향길 70,서울특별시 관악구 난향동 675-98,다목적,1,2013-01,37.46283034,126.9155849
관악구청,서울특별시 관악구 난향길 37 국화빌라 부근,서울특별시 관악구 난향동 673-85와 676-48,다목적,3,2016-06,37.46295274,126.9173185
관악구청,서울특별시 관악구 난향길 77 미도공원,서울특별시 관악구 난향동 675-200와 675-199 미도공원,다목적,1,2009-12,37.46302346,126.9151922
관악구청,서울특별시 관악구 난향길 4(난향초교 입구),서울특별시 관악구 난향동 668-4,다목적,4,2016-12,37.46312411,126.9189057
관악구청,서울특별시 관악구 난향2길 5,서울특별시 관악구 난향동 676-15,다목적,1,2013-01,37.46316475,126.9185246
관악구청,서울특별시 관악구 삼성동 산68-2,서울특별시 관악구 삼성동 산68-2 생태체험길 입구,다목적,1,2015-09,37.46319264,126.9337484
관악구청,서울특별시 관악구 난향2길5-12,서울특별시 관악구 난향동 676-27,다목적,4,2015-12,37.46324611,126.9180493
관악구청,서울특별시 관악구 삼성동 1713-6,서울특별시 관악구 삼성동 1713-6 (2-1 배수지공원),다목적,1,2012-01,37.46331438,126.9272212
관악구청,서울특별시 관악구 양지길 91,서울특별시 관악구 삼성동 361-71,다목적,3,2016-12,37.46933568,126.9307816
관악구청,서울특별시 관악구 난곡로35길 102,서울특별시 관악구 난곡동 711-136 (난곡초등학교),다목적,1,2014-01,37.46934289,126.918127
관악구청,서울특별시 관악구 신림로7나길 38,서울특별시 관악구 대학동 241-81앞,다목적,1,2013-12,37.46937761,126.9393155
관악구청,서울특별시 관악구 대학5길 51,서울특별시 관악구 대학동 244-129와 244-132,다목적,1,2009-03,37.46937974,126.9406015
관악구청,서울특별시 관악구 난곡로24나길 2,서울특별시 관악구 난곡동 649와 700-16 (삼거리 649모퉁이),다목적,2,2014-06,37.46940604,126.9210415
관악구청,서울특별시 관악구 인헌16가길 23,서울특별시 관악구 인헌동 180-293와 180-294 (180-293모퉁이),다목적,4,2016-06,37.46946935,126.9679705
관악구청,서울특별시 관악구 양지8길 42,서울특별시 관악구 삼성동 365-3와 354-30,다목적,1,2009-09,37.46947982,126.9294874
관악구청,서울특별시 관악구 인헌16나길 2,서울특별시 관악구 인헌동 180-423,다목적,3,2014-06,37.46957054,126.9658562
관악구청,서울특별시 관악구 난곡로26길 69 무궁화공원,서울특별시 관악구 난곡동 645-1 무궁화공원,다목적,1,2011-11,37.4696018,126.9236499
관악구청,서울특별시 관악구 난곡로26길99-15,서울특별시 관악구 난곡동 646-258,다목적,1,2015-12,37.46963916,126.9247846
관악구청,서울특별시 관악구 미성동 산117-13,서울특별시 관악구 미성동 산117-13 선우공원,다목적,1,2014-08,37.46968859,126.9125745
관악구청,서울특별시 관악구 난곡로24가길 3,서울특별시 관악구 난곡동 639-2,다목적,3,2016-12,37.46972575,126.9207882
관악구청,서울특별시 관악구 양지길 67,서울특별시 관악구 삼성동 355와 354-48,다목적,2,2016-06,37.46973506,126.9288939
관악구청,서울특별시 관악구 신림로7가길 34,서울특별시 관악구 대학동 223-3,다목적,4,2016-12,37.46974634,126.9427629
관악구청,서울특별시 관악구 난곡로24가길 5,서울특별시 관악구 난곡동 639-28,다목적,1,2016-12,37.46977696,126.921107
관악구청,서울특별시 관악구 난곡로35길 102 난곡초등학교 부근,서울특별시 관악구 난곡동 711-136와711-48 난곡초교,다목적,4,2014-12,37.46981217,126.9173561
관악구청,서울특별시 관악구 인헌23길 17,서울특별시 관악구 인헌동 180-196,다목적,1,2013-01,37.46981871,126.9695299
관악구청,서울특별시 관악구 신림로21길 14,서울특별시 관악구 대학동 1522-11,다목적,1,2015-01,37.46984179,126.9354097
관악구청,서울특별시 관악구 남현동 산 65,서울특별시 관악구 남현동 산 65 관음사지구 둘레길화장실앞,다목적,1,2013-11,37.46985456,126.9778824
관악구청,서울특별시 관악구 인헌16길 24,서울특별시 관악구 인헌동 180-347,다목적,1,2013-01,37.46988641,126.9666271
관악구청,서울특별시 관악구 난곡로26길 67,서울특별시 관악구 난곡동 645-4와 645-5,다목적,1,2009-09,37.46990515,126.9234031
관악구청,서울특별시 관악구 난곡로26다길 17,서울특별시 관악구 난곡동 646-7과 646-263,다목적,1,2008-01,37.46997259,126.9245949
관악구청,서울특별시 관악구 신림로 67,서울특별시 관악구 대학동 225,다목적,3,2014-06,37.47001255,126.941456
관악구청,서울특별시 관악구 난곡로25가길 18,서울특별시 관악구 난곡동 711-11 난곡병설유치원,다목적,3,2015-01,37.47001335,126.9184357
관악구청,서울특별시 관악구 호암로24길 6,서울특별시 관악구 대학동 1531-1,다목적,5,2016-12,37.4700492,126.9338064
관악구청,서울특별시 관악구 양지길 63,서울특별시 관악구 삼성동 336 원신공영 계단 HF 04,다목적,61,2016-06,37.47010936,126.9290448
관악구청,서울특별시 관악구 난곡로35길 68 삼성아트빌아파트 부근,서울특별시 관악구 난곡동 715-32,다목적,3,2016-12,37.4702411,126.9174416
관악구청,서울특별시 관악구 난곡로31길 41,서울특별시 관악구 난곡동 711-117,다목적,1,2009-09,37.47024382,126.9181572
관악구청,서울특별시 관악구 복은8길 41,서울특별시 관악구 서림동 98-199,다목적,1,2013-01,37.47383236,126.9422606
관악구청,서울특별시 관악구 미성8길 28,서울특별시 관악구 미성동 744-16,다목적,1,2015-01,37.47383416,126.9125615
관악구청,서울특별시 관악구 인헌길 40 고운떡집 부근,서울특별시 관악구 인헌동 1639-9 고운떡집 부근,다목적,3,2015-07,37.47387752,126.9667845
관악구청,서울특별시 관악구 남부순환로 256길 46,서울특별시 관악구 남현동 1071-15 사당초등학교,다목적,4,2015-01,37.47389078,126.9732724
관악구청,서울특별시 관악구 복은6길 37,서울특별시 관악구 서림동 102-9,다목적,5,2016-12,37.4739107,126.9399682
관악구청,서울특별시 관악구 복은6길 16,서울특별시 관악구 서림동 105-29,다목적,1,2015-01,37.47391668,126.9391121
관악구청,서울특별시 관악구 과천대로 933,서울특별시 관악구 남현동 602-12,다목적,4,2016-12,37.47392039,126.9816211
관악구청,서울특별시 관악구 낙성대동 291-8,서울특별시 관악구 낙성대동 291-8 낙성대야외놀이마당,다목적,1,2016-06,37.47393166,126.9599771
관악구청,서울특별시 관악구 인헌3가길 8 밤골공원,서울특별시 관악구 인헌동 1642-4와 1643-10 밤골공원,다목적,1,2010-05,37.47395933,126.9673659
관악구청,서울특별시 관악구 낙성대역길 105,서울특별시 관악구 인헌동 196-38 예일유치원(인헌초 후문),다목적,5,2015-01,37.47397693,126.9645929
관악구청,서울특별시 관악구 인헌6길 16 우리은행 부근,서울특별시 관악구 인헌동 1638-22 우리은행 부근,다목적,4,2015-07,37.47400263,126.9658332
관악구청,서울특별시 관악구 난곡로 220 세이브마트 부근,서울특별시 관악구 미성동 607-73 세이브마트 부근,다목적,5,2015-07,37.4740219,126.9186077
관악구청,서울특별시 관악구 미성동 1563-56,서울특별시 관악구 미성동 1563-56 난곡어린이공원,다목적,1,2015-01,37.47403416,126.9152504
관악구청,서울특별시 관악구 낙성대역8길 28 약수어린이공원,서울특별시 관악구 낙성대동 1510-19 약수어린이공원,다목적,1,2010-05,37.47404095,126.9621846
관악구청,서울특별시 관악구 인헌3길46,서울특별시 관악구 인헌동 1651-20,다목적,1,2015-12,37.47405651,126.969409
관악구청,서울특별시 관악구 양산2길 9-1,서울특별시 관악구 삼성동 401-18,다목적,1,2015-01,37.47406011,126.9311849
관악구청,서울특별시 관악구 낙성대역8길 43,서울특별시 관악구 낙성대동 1510-36와 1510-51 (힐하우스앞),다목적,1,2011-01,37.47409226,126.9613847
관악구청,서울특별시 관악구 난곡로 220 세이브마트 부근,서울특별시 관악구 난곡동 607-73 세이브마트 부근,다목적,1,2011-01,37.47409586,126.9186914
관악구청,서울특별시 관악구 신림로29길 3-30,서울특별시 관악구 서림동 403-1,다목적,1,2013-01,37.4741242,126.9334793
관악구청,서울특별시 관악구 남부순환로272길 56,서울특별시 관악구 남현동 1086-28와 1086-31 (골목포함삼거리 1086-28앞),다목적,1,2010-07,37.47416533,126.9783224
관악구청,서울특별시 관악구 법원단지24길 28,서울특별시 관악구 난곡동 610-264,다목적,5,2013-01,37.4742048,126.9239631
관악구청,서울특별시 관악구 미성7길 26,서울특별시 관악구 미성동 산117-10,다목적,1,2013-01,37.47427194,126.9136535
관악구청,서울특별시 관악구 청림6길 16,서울특별시 관악구 낙성대동 738-10,다목적,1,2013-01,37.4742728,126.9604368
관악구청,서울특별시 관악구 남현2길 92,서울특별시 관악구 남현동 1071-24(은탁빌라앞),다목적,1,2012-01,37.47427414,126.9727435
관악구청,서울특별시 관악구 남현6길 13,서울특별시 관악구 남현동 1082-33,다목적,1,2013-01,37.47427683,126.9753763
관악구청,서울특별시 관악구 양산길 7(하늘유치원 부근),서울특별시 관악구 서림동 403-11,다목적,3,2016-12,37.47427856,126.9328482
관악구청,서울특별시 관악구 법원단지길 41,서울특별시 관악구 난곡동 598-209,다목적,5,2015-03,37.47428625,126.9201595
관악구청,서울특별시 관악구 낙성대로3길 21,서울특별시 관악구 낙성대동 220-4,다목적,5,2016-12,37.47437318,126.9600726
관악구청,서울특별시 관악구 호암로 498,서울특별시 관악구 삼성동 315와 1724사이,다목적,1,2014-01,37.46334496,126.9317162
관악구청,서울특별시 관악구 낙성대역길 91,서울특별시 관악구 인헌동 196-33와 196-113 (사거리 196-33모퉁이),다목적,1,2011-01,37.4744039,126.9636904
관악구청,서울특별시 관악구 미성길 15,서울특별시 관악구 미성동 1563-85,다목적,1,2015-01,37.47441072,126.9162686
관악구청,서울특별시 관악구 남현길 41 예촌어린이공원,서울특별시 관악구 남현동 1083-1 예촌어린이공원,다목적,1,2011-01,37.47446087,126.9765527
관악구청,서울특별시 관악구 낙성대역8길 50-8 탑골공원,서울특별시 관악구 낙성대동 1510 탑골공원,다목적,1,2011-11,37.47447325,126.9611728
관악구청,서울특별시 관악구 서림길 40,서울특별시 관악구 서림동 105-120(동작하이퍼마켓 맞은편),다목적,3,2014-06,37.47448423,126.9383026
관악구청,서울특별시 관악구 남부순환로260길 41,서울특별시 관악구 남현동 1071-21,다목적,1,2013-01,37.47450691,126.9723734
관악구청,서울특별시 관악구 남현길 55 예촌어린이공원 부근,서울특별시 관악구 남현동 1083-3,다목적,4,2016-12,37.47451192,126.976261
관악구청,서울특별시 관악구 복은14길 23,서울특별시 관악구 서림동 98-87앞,다목적,1,2013-12,37.47454395,126.9429729
관악구청,서울특별시 관악구 난곡로38길11,서울특별시 관악구 미성동 607-22,다목적,1,2015-12,37.47460981,126.9178278
관악구청,서울특별시 관악구 남현길 41 예촌어린이공원,서울특별시 관악구 남현동 1083-1 예촌어린이공원,다목적,1,2013-12,37.4746172,126.9766191
관악구청,서울특별시 관악구 복은12길 13,서울특별시 관악구 서림동 98-57,다목적,1,2013-01,37.47462974,126.9418547
관악구청,서울특별시 관악구 인헌4길 14,서울특별시 관악구 인헌동 1637-22,다목적,1,2014-02,37.47465313,126.9662178
관악구청,서울특별시 관악구 미성길 32,서울특별시 관악구 미성동 753-19와 753-18,다목적,2,2014-06,37.47466683,126.915287
관악구청,서울특별시 관악구 청룡동 산 175-6,서울특별시 관악구 청룡동 산 175-6 유아숲체험장 숲속쉼터,다목적,1,2013-11,37.47469864,126.9482464
관악구청,서울특별시 관악구 남현4길 51 사당초교 부근,서울특별시 관악구 남현동 1080-1 사당초교,다목적,4,2014-12,37.47471512,126.9738531
관악구청,서울특별시 관악구 법원단지30길 26,서울특별시 관악구 난곡동 610-579,다목적,1,2013-11,37.47472364,126.9250742
관악구청,서울특별시 관악구 남현1가길29,서울특별시 관악구 남현동 1086-1,다목적,4,2015-12,37.4747267,126.9777135
관악구청,서울특별시 관악구 청룡동 산 175-6,서울특별시 관악구 청룡동 산 175-6 유아숲체험장 진입부분,다목적,1,2013-11,37.47472773,126.9493561
관악구청,서울특별시 관악구 남부순환로246나길24,서울특별시 관악구 인헌동 1636-2,다목적,4,2015-12,37.47479793,126.965214
관악구청,서울특별시 관악구 문성로16길 26 대협어린이공원,서울특별시 관악구 미성동 746-32 대협어린이공원,다목적,1,2014-09,37.47479894,126.9133708
관악구청,서울특별시 관악구 낙성대역6길 14,서울특별시 관악구 인헌동 196-310,다목적,1,2013-01,37.47480181,126.9622059
관악구청,서울특별시 관악구 남부순환로246라길 3 원당어린이공원,서울특별시 관악구 인헌동 196-2 원당어린이공원,다목적,1,2011-01,37.47482758,126.9634234
관악구청,서울특별시 관악구 복은길 85,서울특별시 관악구 서림동 98-221와 98-265,다목적,1,2011-01,37.4748331,126.9407955
관악구청,서울특별시 관악구 신림로32길12,서울특별시 관악구 서림동 106-6,다목적,5,2015-12,37.47484494,126.9374177
관악구청,서울특별시 관악구 문성로16길 40,서울특별시 관악구 미성동 745-23,다목적,1,2013-01,37.47486426,126.9131914
관악구청,서울특별시 관악구 인헌1길 59,서울특별시 관악구 인헌동 1653-10,다목적,1,2013-01,37.47486453,126.9700117
관악구청,서울특별시 관악구 법원단지21길 2,서울특별시 관악구 난곡동 610-140,다목적,1,2013-01,37.47492625,126.9228073
관악구청,서울특별시 관악구 난곡로35길 28-5,서울특별시 관악구 난곡동 721-2 굴참나무,다목적,1,2015-01,37.47024526,126.916708
관악구청,서울특별시 관악구 남현3길 43,서울특별시 관악구 남현동 1063-2,다목적,1,2013-01,37.47497375,126.9789755
관악구청,서울특별시 관악구 남현2길 65-7,서울특별시 관악구 남현동 1069-21 사당초등학교,다목적,3,2015-01,37.47498396,126.9741893
관악구청,서울특별시 관악구 남현4길 27,서울특별시 관악구 남현동 1081-1,다목적,5,2013-11,37.4749853,126.9750913
관악구청,서울특별시 관악구 인헌길 15,서울특별시 관악구 인헌동 1644-1,다목적,1,2010-04,37.47501638,126.9669093
관악구청,서울특별시 관악구 남부순환로246길 25,서울특별시 관악구 인헌동 1635-1와 1710-11 (은아유치원),다목적,5,2016-06,37.4750175,126.9640821
관악구청,서울특별시 관악구 법원단지13길24,서울특별시 관악구 난곡동 610-77,다목적,4,2015-12,37.47506936,126.920568
관악구청,서울특별시 관악구 남현4길 22,서울특별시 관악구 남현동 1068-16,다목적,1,2013-12,37.4751141,126.9757327
관악구청,서울특별시 관악구 복은길 129,서울특별시 관악구 서림동 98-427,다목적,1,2013-11,37.47512445,126.9430545
관악구청,서울특별시 관악구 낙성대역4길 10,서울특별시 관악구 낙성대동 215-20,다목적,5,2016-12,37.47516528,126.9612208
관악구청,서울특별시 관악구 신림로31길 9-18,서울특별시 관악구 서림동 408-122,다목적,1,2015-01,37.47517813,126.9349517
관악구청,서울특별시 관악구 청룡동 산 175-27,서울특별시 관악구 청룡동 산 175-27 청룡산공원 휴게테크,다목적,1,2013-11,37.47521741,126.9515644
관악구청,서울특별시 관악구 난곡로 235,서울특별시 관악구 미성동 756-16,다목적,1,2013-01,37.4752664,126.9166635
관악구청,서울특별시 관악구 법원단지3길 24,서울특별시 관악구 미성동 598-325,다목적,1,2013-12,37.47528941,126.9188279
관악구청,서울특별시 관악구 서림1길 36,서울특별시 관악구 서림동 98-350와 98-253,다목적,1,2009-09,37.47534913,126.9398316
관악구청,서울특별시 관악구 청룡산 산 175-27,서울특별시 관악구 청룡산 산 175-27 청룡산공원 운동공간,다목적,1,2013-11,37.47535786,126.9510767
관악구청,서울특별시 관악구 남현동 1066-1,서울특별시 관악구 남현동 1066-1 남현동 제2공영주차장,다목적,3,2015-07,37.47540632,126.9772174
관악구청,서울특별시 관악구 남부순환로 2014,서울특별시 관악구 남현동 1054-6,다목적,1,2013-12,37.47542887,126.9724817
관악구청,서울특별시 관악구 문성로38길 69-11,서울특별시 관악구 서원동 412-369,다목적,1,2016-12,37.47543958,126.9308493
관악구청,서울특별시 관악구 남부순환로 2004,서울특별시 관악구 남현동 1053-1,다목적,1,2015-01,37.47544427,126.971624
관악구청,서울특별시 관악구 낙성대로3길 9-17,서울특별시 관악구 낙성대동 214 (맞은편),다목적,4,2015-01,37.47544441,126.9607066
관악구청,서울특별시 관악구 낙성대역3길 28-11 인헌어린이공원,서울특별시 관악구 인헌동 196-240 인헌어린이공원,다목적,1,2014-09,37.4754572,126.9625381
관악구청,서울특별시 관악구 법원단지길 158-11 보명공원,서울특별시 관악구 난곡동 610-288와 610-306 보명공원,다목적,1,2010-05,37.47545839,126.9256939
관악구청,서울특별시 관악구 난우길 29,서울특별시 관악구 미성동 606-1,다목적,4,2016-12,37.47548576,126.9180522
관악구청,서울특별시 관악구 문성로38라길 14,서울특별시 관악구 신원동 412-358 송이유치원,다목적,4,2015-01,37.47549632,126.9291849
관악구청,서울특별시 관악구 문성로16가길 24-7,서울특별시 관악구 미성동 746-25,다목적,1,2010-04,37.47551097,126.9136865
관악구청,서울특별시 관악구 쑥고개로2길 47,서울특별시 관악구 서림동 1564-75,다목적,4,2016-12,37.47551345,126.9394295
관악구청,서울특별시 관악구 관악로14가길 69,서울특별시 관악구 낙성대동 산54-10,다목적,1,2013-01,37.47552157,126.9550695
관악구청,서울특별시 관악구 미성7길 13,서울특별시 관악구 미성동 1563-45,다목적,1,2013-11,37.47439062,126.9148323
관악구청,서울특별시 관악구 난곡로41길 13,서울특별시 관악구 미성동 756-53,다목적,1,2013-11,37.47555082,126.9156727
관악구청,서울특별시 관악구 남현2길 46,서울특별시 관악구 남현동 1055-27,다목적,5,2016-12,37.47557344,126.9748993
관악구청,서울특별시 관악구 난곡로42길 12,서울특별시 관악구 미성동 604-20,다목적,1,2013-11,37.47560862,126.9171399
관악구청,서울특별시 관악구 법원단지10길 104,서울특별시 관악구 난곡동 610-310,다목적,1,2013-11,37.4756357,126.9253873
관악구청,서울특별시 관악구 난곡로43길 25 한라어린이공원,서울특별시 관악구 미성동 750-39 한라어린이공원,다목적,1,2012-08,37.47566349,126.914841
관악구청,서울특별시 관악구 과천대로 953 사당역5번 출구 부근,서울특별시 관악구 남현동 1061-59 사당역5번 출구 부근,다목적,5,2014-06,37.47567301,126.9815034
관악구청,서울특별시 관악구 법원단지5길 36,서울특별시 관악구 미성동 598-160,다목적,4,2015-01,37.47568852,126.9196821
관악구청,서울특별시 관악구 남부순환로260길 7,서울특별시 관악구 남현동 1071-41와 1054-10 (삼거리 1071-41모퉁이),다목적,1,2011-01,37.47569058,126.9735692
관악구청,서울특별시 관악구 문성로38길 63-17,서울특별시 관악구 서원동 412-328,다목적,2,2016-12,37.4756907,126.9310695
관악구청,서울특별시 관악구 관악로 117(청룡초교 입구),서울특별시 관악구 낙성대동 1591-2,다목적,5,2016-12,37.47570772,126.9527997
관악구청,서울특별시 관악구 낙성대동 산56-3,서울특별시 관악구 낙성대동 산56-3 낙성대지구,다목적,1,2015-09,37.47573516,126.9561031
관악구청,서울특별시 관악구 낙성대역3길 25,서울특별시 관악구 인헌동 1633-34와 205-10 (삼거리 1633-34모퉁이),다목적,1,2011-01,37.47574734,126.9627465
관악구청,서울특별시 관악구 보명공원 (법원단지길 158-11),서울특별시 관악구 난곡동 610-288와 610-297 보명공원,다목적,1,2010-05,37.47575066,126.9257524
관악구청,서울특별시 관악구 문성로38다길 2,서울특별시 관악구 신원동 412-339,다목적,1,2013-01,37.47576071,126.9300956
관악구청,서울특별시 관악구 신림로31길 15,서울특별시 관악구 서림동 408-31와 408-64,다목적,1,2011-01,37.4757652,126.9353727
관악구청,서울특별시 관악구 남현동 1063-1,서울특별시 관악구 남현동 1063-1 남현동 공영주차장,다목적,2,2014-08,37.47579544,126.979268
관악구청,서울특별시 관악구 법원단지길 138,서울특별시 관악구 난곡동 610-148,다목적,3,2014-06,37.47581546,126.9241163
관악구청,서울특별시 관악구 서림동 98-401,서울특별시 관악구 서림동 98-401,다목적,3,2016-12,37.47582391,126.9425012
관악구청,서울특별시 관악구 난곡로 43길 26 부근,서울특별시 관악구 미성동 750-39와 759-34 (삼거리 750-39앞),다목적,3,2016-06,37.47582465,126.9145725
관악구청,서울특별시 관악구 관악로6길 36,서울특별시 관악구 낙성대동 1607-1와 1607-3 (1607-1코너),다목적,1,2011-01,37.47583209,126.9537798
관악구청,서울특별시 관악구 난우길 34-4,서울특별시 관악구 미성동 602-12 난우초등학교,다목적,4,2015-01,37.47583796,126.9182261
관악구청,서울특별시 관악구 난곡로 43길 26 부근,서울특별시 관악구 미성동 750-39와 759-34,다목적,1,2010-01,37.47584441,126.9147049
관악구청,서울특별시 관악구 법원단지5나길 36,서울특별시 관악구 미성동 598-337,다목적,1,2015-01,37.4758581,126.9209147
관악구청,서울특별시 관악구 서원10길 17-1,서울특별시 관악구 서원동 409-392,다목적,2,2016-12,37.47586425,126.9312998
관악구청,서울특별시 관악구 남현1길 50 시립남서울미술관 부근,서울특별시 관악구 남현동 1062-12 시립남서울미술관 부근,다목적,4,2015-07,37.47586576,126.9800993
관악구청,서울특별시 관악구 낙성대로 29 인헌초교 부근,서울특별시 관악구 낙성대동 300-19 인헌초교 부근,다목적,4,2015-07,37.4758809,126.959052
관악구청,서울특별시 관악구 승방6길 32,서울특별시 관악구 남현동 602-43,다목적,1,2013-12,37.47493264,126.9801323
관악구청,서울특별시 관악구 낙성대로 23 인헌초교 부근,서울특별시 관악구 낙성대동 212-3와 207-30 인헌초교,다목적,3,2014-06,37.47590802,126.9614332
관악구청,서울특별시 관악구 남현1길 2 남현주차장 부근,서울특별시 관악구 남현동 1066-31 남현주차장 부근,다목적,5,2015-07,37.47595934,126.9774305
관악구청,서울특별시 관악구 신림로 210 은성온누리약국 부근,서울특별시 관악구 서림동 94-264,다목적,5,2016-12,37.47596716,126.9373543
관악구청,서울특별시 관악구 서림동 98-393,서울특별시 관악구 서림동 98-393,다목적,3,2016-12,37.47597882,126.9420452
관악구청,서울특별시 관악구 신림로36길 25,서울특별시 관악구 서림동 94-10,다목적,1,2013-01,37.47598183,126.9387483
관악구청,서울특별시 관악구 봉천로 604-1 CU편의점 부근,서울특별시 관악구 인헌동 1632-10 CU편의점 부근,다목적,3,2015-07,37.47602418,126.9644116
관악구청,서울특별시 관악구 난우10가길 2,서울특별시 관악구 미성동597-4 미성동 공영주차장,다목적,2,2014-08,37.47602688,126.9193071
관악구청,서울특별시 관악구 난우10길 33,서울특별시 관악구 미성동 597-145와 599-25 (597-145코너),다목적,1,2011-01,37.47604527,126.9191195
관악구청,서울특별시 관악구 남부순환로 1969,서울특별시 관악구 행운동 1691-34와 1691-25 (사거리 1691-34모퉁이),다목적,3,2014-06,37.4760467,126.9673463
관악구청,서울특별시 관악구 난우10가길 2,서울특별시 관악구 미성동 597-4 미성동 공영주차장,다목적,1,2014-08,37.47609541,126.9192336
관악구청,서울특별시 관악구 법원단지25길 26,서울특별시 관악구 난곡동 598-191,다목적,5,2013-01,37.47611308,126.9228099
관악구청,서울특별시 관악구 낙성대역3길 6-5,서울특별시 관악구 인헌동 1709(인헌타운 앞),다목적,1,2009-09,37.47612154,126.9617778
관악구청,서울특별시 관악구 난우길 40 난우초교 부근,서울특별시 관악구 미성동 589-1와 808-648 난우초교,다목적,4,2016-06,37.47612566,126.9179609
관악구청,서울특별시 관악구 남부순환로251길 18,서울특별시 관악구 행운동 1692-1,다목적,1,2013-01,37.47614513,126.9691611
관악구청,서울특별시 관악구 서림동 1564-66,서울특별시 관악구 서림동 1564-66,다목적,4,2016-12,37.4762416,126.9413058
관악구청,서울특별시 관악구 난우10가길 14-7 미성동공원,서울특별시 관악구 미성동 597-4와 597-116 미성동공원,다목적,1,2010-05,37.47624854,126.9194839
관악구청,서울특별시 관악구 과천대로 955(사당역 6번 출구),서울특별시 관악구 남현동 1060-11,다목적,3,2016-12,37.47625536,126.9811203
관악구청,서울특별시 관악구 쑥고개로2다길 17,서울특별시 관악구 서림동 1564-6,다목적,1,2013-01,37.47627005,126.9396876
관악구청,서울특별시 관악구 남부순환로 2030(사당초교 육교),서울특별시 관악구 남현동 1055-3(사당초교 육교),다목적,4,2016-12,37.47627052,126.9739808
관악구청,서울특별시 관악구 난곡로45길 17,서울특별시 관악구 미성동 759-21와 759-4 (사거리 759-21모퉁이),다목적,1,2010-01,37.47628294,126.9146317
관악구청,서울특별시 관악구 난우길 40 난우초교 부근,서울특별시 관악구 미성동 589-1 난우초교 부근,다목적,4,2015-07,37.47628935,126.917443
관악구청,서울특별시 관악구 서원길 35,서울특별시 관악구 서원동 409-359,다목적,5,2013-02,37.47629582,126.9325626
관악구청,서울특별시 관악구 서원5길 36,서울특별시 관악구 서원동 409-330,다목적,1,2013-01,37.47632048,126.9346501
관악구청,서울특별시 관악구 문성로38가길 37,서울특별시 관악구 신원동 412-319와 412-327,다목적,1,2011-01,37.47633976,126.9279035
관악구청,서울특별시 관악구 법원단지31길 15,서울특별시 관악구 난곡동 610-382,다목적,1,2015-01,37.47634773,126.9240183
